_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,audio_name,audio_url
{},False,{},167,2023-11-29 16:04:55,False,,,RatingTrial,17,17,True,17,7,28,audio_experiment,"{""audio_name"": ""NHS_orig_062.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_062.wav""}",True,False,,0.0,,3,True,206.0,,,20.754,495.0,515.0,20.0,0,default,RatingTrial,Info,NHS_orig_062.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_062.wav
{},False,{},168,2023-11-29 16:04:58,False,,,RatingTrial,22,22,True,22,3,23,audio_experiment,"{""audio_name"": ""NHS_orig_107.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_107.wav""}",True,False,,0.0,,3,True,204.0,,,15.803,635.0,655.0,20.0,0,default,RatingTrial,Info,NHS_orig_107.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_107.wav
{},False,{},169,2023-11-29 16:04:59,False,,,RatingTrial,42,42,True,42,6,22,audio_experiment,"{""audio_name"": ""NHS_orig_034.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_034.wav""}",True,False,,0.0,,2,True,205.0,,,16.42,655.0,675.0,20.0,0,default,RatingTrial,Info,NHS_orig_034.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_034.wav
{},False,{},170,2023-11-29 16:05:02,False,,,RatingTrial,22,22,True,22,8,31,audio_experiment,"{""audio_name"": ""NHS_orig_107.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_107.wav""}",True,False,,0.0,,3,True,207.0,,,22.749,375.0,395.0,20.0,0,default,RatingTrial,Info,NHS_orig_107.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_107.wav
{},False,{},171,2023-11-29 16:05:11,False,,,RatingTrial,14,14,True,14,2,10,audio_experiment,"{""audio_name"": ""NHS_orig_100.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_100.wav""}",True,False,,0.0,,3,True,215.0,,,49.493,595.0,615.0,20.0,0,default,RatingTrial,Info,NHS_orig_100.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_100.wav
{},False,{},172,2023-11-29 16:05:14,False,,,RatingTrial,30,30,True,30,3,23,audio_experiment,"{""audio_name"": ""NHS_orig_054.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_054.wav""}",True,False,,0.0,,2,True,208.0,,,16.142,655.0,675.0,20.0,0,default,RatingTrial,Info,NHS_orig_054.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_054.wav
{},False,{},173,2023-11-29 16:05:16,False,,,RatingTrial,37,37,True,37,6,22,audio_experiment,"{""audio_name"": ""NHS_orig_051.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_051.wav""}",True,False,,0.0,,3,True,209.0,,,16.444,675.0,695.0,20.0,0,default,RatingTrial,Info,NHS_orig_051.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_051.wav
{},False,{},174,2023-11-29 16:05:17,False,,,RatingTrial,37,37,True,37,7,28,audio_experiment,"{""audio_name"": ""NHS_orig_051.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_051.wav""}",True,False,,0.0,,3,True,210.0,,,16.96,515.0,535.0,20.0,0,default,RatingTrial,Info,NHS_orig_051.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_051.wav
{},False,{},175,2023-11-29 16:05:26,False,,,RatingTrial,36,36,True,36,8,31,audio_experiment,"{""audio_name"": ""NHS_orig_052.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_052.wav""}",True,False,,0.0,,3,True,211.0,,,17.342,395.0,415.0,20.0,0,default,RatingTrial,Info,NHS_orig_052.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_052.wav
{},False,{},176,2023-11-29 16:05:31,False,,,RatingTrial,37,37,True,37,3,23,audio_experiment,"{""audio_name"": ""NHS_orig_051.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_051.wav""}",True,False,,0.0,,3,True,212.0,,,15.739,675.0,695.0,20.0,0,default,RatingTrial,Info,NHS_orig_051.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_051.wav
{},False,{},177,2023-11-29 16:05:33,False,,,RatingTrial,24,24,True,24,6,22,audio_experiment,"{""audio_name"": ""NHS_orig_070.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_070.wav""}",True,False,,0.0,,5,True,213.0,,,16.351,695.0,715.0,20.0,0,default,RatingTrial,Info,NHS_orig_070.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_070.wav
{},False,{},178,2023-11-29 16:05:35,False,,,RatingTrial,36,36,True,36,7,28,audio_experiment,"{""audio_name"": ""NHS_orig_052.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_052.wav""}",True,False,,0.0,,4,True,214.0,,,18.823,535.0,555.0,20.0,0,default,RatingTrial,Info,NHS_orig_052.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_052.wav
{},False,{},179,2023-11-29 16:05:44,False,,,RatingTrial,8,8,True,8,8,31,audio_experiment,"{""audio_name"": ""NHS_orig_028.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_028.wav""}",True,False,,0.0,,3,True,216.0,,,18.747,415.0,435.0,20.0,0,default,RatingTrial,Info,NHS_orig_028.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_028.wav
{},False,{},180,2023-11-29 16:05:47,False,,,RatingTrial,8,8,True,8,3,23,audio_experiment,"{""audio_name"": ""NHS_orig_028.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_028.wav""}",True,False,,0.0,,3,True,217.0,,,16.677,695.0,715.0,20.0,0,default,RatingTrial,Info,NHS_orig_028.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_028.wav
{},False,{},181,2023-11-29 16:05:51,False,,,RatingTrial,38,38,True,38,6,22,audio_experiment,"{""audio_name"": ""NHS_orig_086.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_086.wav""}",True,False,,0.0,,2,True,218.0,,,16.332,715.0,735.0,20.0,0,default,RatingTrial,Info,NHS_orig_086.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_086.wav
{},False,{},182,2023-11-29 16:05:55,False,,,RatingTrial,14,14,True,14,7,28,audio_experiment,"{""audio_name"": ""NHS_orig_100.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_100.wav""}",True,False,,0.0,,2,True,219.0,,,16.713,555.0,575.0,20.0,0,default,RatingTrial,Info,NHS_orig_100.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_100.wav
{},False,{},183,2023-11-29 16:06:01,False,,,RatingTrial,8,8,True,8,2,10,audio_experiment,"{""audio_name"": ""NHS_orig_028.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_028.wav""}",True,False,,0.0,,6,True,220.0,,,16.704,615.0,635.0,20.0,0,default,RatingTrial,Info,NHS_orig_028.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_028.wav
{},False,{},184,2023-11-29 16:06:04,False,,,RatingTrial,10,10,True,10,8,31,audio_experiment,"{""audio_name"": ""NHS_orig_039.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_039.wav""}",True,False,,0.0,,4,True,222.0,,,18.496,435.0,455.0,20.0,0,default,RatingTrial,Info,NHS_orig_039.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_039.wav
{},False,{},185,2023-11-29 16:06:05,False,,,RatingTrial,17,17,True,17,3,23,audio_experiment,"{""audio_name"": ""NHS_orig_062.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_062.wav""}",True,False,,0.0,,4,True,221.0,,,17.324,715.0,735.0,20.0,0,default,RatingTrial,Info,NHS_orig_062.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_062.wav
{},False,{},186,2023-11-29 16:06:08,False,,,RatingTrial,20,20,True,20,6,22,audio_experiment,"{""audio_name"": ""NHS_orig_088.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_088.wav""}",True,False,,0.0,,4,True,223.0,,,16.395,735.0,755.0,20.0,0,default,RatingTrial,Info,NHS_orig_088.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_088.wav
{},False,{},187,2023-11-29 16:06:13,False,,,RatingTrial,44,44,True,44,7,28,audio_experiment,"{""audio_name"": ""NHS_orig_009.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_009.wav""}",True,False,,0.0,,4,True,224.0,,,16.951,575.0,595.0,20.0,0,default,RatingTrial,Info,NHS_orig_009.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_009.wav
{},False,{},188,2023-11-29 16:06:18,False,,,RatingTrial,13,13,True,13,2,10,audio_experiment,"{""audio_name"": ""NHS_orig_114.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_114.wav""}",True,False,,0.0,,3,True,226.0,,,21.082,635.0,655.0,20.0,0,default,RatingTrial,Info,NHS_orig_114.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_114.wav
{},False,{},189,2023-11-29 16:06:23,False,,,RatingTrial,15,15,True,15,3,23,audio_experiment,"{""audio_name"": ""NHS_orig_074.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_074.wav""}",True,False,,0.0,,4,True,225.0,,,16.895,735.0,755.0,20.0,0,default,RatingTrial,Info,NHS_orig_074.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_074.wav
{},False,{},190,2023-11-29 16:06:23,False,,,RatingTrial,26,26,True,26,8,31,audio_experiment,"{""audio_name"": ""NHS_orig_105.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_105.wav""}",True,False,,0.0,,2,True,228.0,,,18.619,455.0,475.0,20.0,0,default,RatingTrial,Info,NHS_orig_105.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_105.wav
{},False,{},191,2023-11-29 16:06:25,False,,,RatingTrial,11,11,True,11,6,22,audio_experiment,"{""audio_name"": ""NHS_orig_075.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_075.wav""}",True,False,,0.0,,1,True,227.0,,,16.326,755.0,775.0,20.0,0,default,RatingTrial,Info,NHS_orig_075.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_075.wav
{},False,{},192,2023-11-29 16:06:31,False,,,RatingTrial,30,30,True,30,7,28,audio_experiment,"{""audio_name"": ""NHS_orig_054.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_054.wav""}",True,False,,0.0,,3,True,229.0,,,20.456,595.0,615.0,20.0,0,default,RatingTrial,Info,NHS_orig_054.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_054.wav
{},False,{},193,2023-11-29 16:06:40,False,,,RatingTrial,11,11,True,11,3,23,audio_experiment,"{""audio_name"": ""NHS_orig_075.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_075.wav""}",True,False,,0.0,,3,True,230.0,,,17.35,755.0,775.0,20.0,0,default,RatingTrial,Info,NHS_orig_075.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_075.wav
{},False,{},194,2023-11-29 16:06:40,False,,,RatingTrial,9,9,True,9,2,10,audio_experiment,"{""audio_name"": ""NHS_orig_038.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_038.wav""}",True,False,,0.0,,6,True,233.0,,,18.974,655.0,675.0,20.0,0,default,RatingTrial,Info,NHS_orig_038.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_038.wav
{},False,{},195,2023-11-29 16:06:42,False,,,RatingTrial,21,21,True,21,6,22,audio_experiment,"{""audio_name"": ""NHS_orig_077.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_077.wav""}",True,False,,0.0,,2,True,231.0,,,16.404,775.0,795.0,20.0,0,default,RatingTrial,Info,NHS_orig_077.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_077.wav
{},False,{},196,2023-11-29 16:06:42,False,,,RatingTrial,16,16,True,16,8,31,audio_experiment,"{""audio_name"": ""NHS_orig_048.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_048.wav""}",True,False,,0.0,,2,True,232.0,,,16.474,475.0,495.0,20.0,0,default,RatingTrial,Info,NHS_orig_048.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_048.wav
{},False,{},197,2023-11-29 16:06:53,False,,,RatingTrial,23,23,True,23,7,28,audio_experiment,"{""audio_name"": ""NHS_orig_099.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_099.wav""}",True,False,,0.0,,2,True,234.0,,,16.71,615.0,635.0,20.0,0,default,RatingTrial,Info,NHS_orig_099.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_099.wav
{},False,{},198,2023-11-29 16:06:58,False,,,RatingTrial,34,34,True,34,3,23,audio_experiment,"{""audio_name"": ""NHS_orig_095.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_095.wav""}",True,False,,0.0,,2,True,237.0,,,19.245,775.0,795.0,20.0,0,default,RatingTrial,Info,NHS_orig_095.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_095.wav
{},False,{},199,2023-11-29 16:06:59,False,,,RatingTrial,7,7,True,7,6,22,audio_experiment,"{""audio_name"": ""NHS_orig_014.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_014.wav""}",True,False,,0.0,,3,True,235.0,,,16.465,795.0,815.0,20.0,0,default,RatingTrial,Info,NHS_orig_014.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_014.wav
{},False,{},200,2023-11-29 16:07:00,False,,,RatingTrial,32,32,True,32,8,31,audio_experiment,"{""audio_name"": ""NHS_orig_108.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_108.wav""}",True,False,,0.0,,3,True,236.0,,,16.293,495.0,515.0,20.0,0,default,RatingTrial,Info,NHS_orig_108.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_108.wav
{},False,{},201,2023-11-29 16:07:00,False,,,RatingTrial,27,27,True,27,2,10,audio_experiment,"{""audio_name"": ""NHS_orig_059.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_059.wav""}",True,False,,0.0,,5,True,238.0,,,20.129,675.0,695.0,20.0,0,default,RatingTrial,Info,NHS_orig_059.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_059.wav
{},False,{},202,2023-11-29 16:07:11,False,,,RatingTrial,32,32,True,32,7,28,audio_experiment,"{""audio_name"": ""NHS_orig_108.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_108.wav""}",True,False,,0.0,,3,True,239.0,,,16.462,635.0,655.0,20.0,0,default,RatingTrial,Info,NHS_orig_108.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_108.wav
{},False,{},203,2023-11-29 16:07:16,False,,,RatingTrial,18,18,True,18,6,22,audio_experiment,"{""audio_name"": ""NHS_orig_076.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_076.wav""}",True,False,,0.0,,4,True,240.0,,,16.364,815.0,835.0,20.0,0,default,RatingTrial,Info,NHS_orig_076.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_076.wav
{},False,{},204,2023-11-29 16:07:17,False,,,RatingTrial,34,34,True,34,8,31,audio_experiment,"{""audio_name"": ""NHS_orig_095.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_095.wav""}",True,False,,0.0,,1,True,242.0,,,18.795,515.0,535.0,20.0,0,default,RatingTrial,Info,NHS_orig_095.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_095.wav
{},False,{},205,2023-11-29 16:07:18,False,,,RatingTrial,45,45,True,45,3,23,audio_experiment,"{""audio_name"": ""NHS_orig_030.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_030.wav""}",True,False,,0.0,,4,True,241.0,,,15.932,795.0,815.0,20.0,0,default,RatingTrial,Info,NHS_orig_030.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_030.wav
{},False,{},206,2023-11-29 16:07:21,False,,,RatingTrial,33,33,True,33,2,10,audio_experiment,"{""audio_name"": ""NHS_orig_109.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_109.wav""}",True,False,,0.0,,3,True,243.0,,,20.412,695.0,715.0,20.0,0,default,RatingTrial,Info,NHS_orig_109.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_109.wav
{},False,{},207,2023-11-29 16:07:28,False,,,RatingTrial,33,33,True,33,7,28,audio_experiment,"{""audio_name"": ""NHS_orig_109.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_109.wav""}",True,False,,0.0,,4,True,244.0,,,20.485,655.0,675.0,20.0,0,default,RatingTrial,Info,NHS_orig_109.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_109.wav
{},False,{},208,2023-11-29 16:07:34,False,,,RatingTrial,39,39,True,39,6,22,audio_experiment,"{""audio_name"": ""NHS_orig_087.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_087.wav""}",True,False,,0.0,,1,True,245.0,,,16.575,835.0,855.0,20.0,0,default,RatingTrial,Info,NHS_orig_087.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_087.wav
{},False,{},209,2023-11-29 16:07:34,False,,,RatingTrial,24,24,True,24,3,23,audio_experiment,"{""audio_name"": ""NHS_orig_070.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_070.wav""}",True,False,,0.0,,4,True,246.0,,,17.627,815.0,835.0,20.0,0,default,RatingTrial,Info,NHS_orig_070.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_070.wav
{},False,{},210,2023-11-29 16:07:36,False,,,RatingTrial,19,19,True,19,8,31,audio_experiment,"{""audio_name"": ""NHS_orig_117.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_117.wav""}",True,False,,0.0,,2,True,247.0,,,16.675,535.0,555.0,20.0,0,default,RatingTrial,Info,NHS_orig_117.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_117.wav
{},False,{},211,2023-11-29 16:07:43,False,,,RatingTrial,28,28,True,28,2,10,audio_experiment,"{""audio_name"": ""NHS_orig_065.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_065.wav""}",True,False,,0.0,,2,True,248.0,,,19.536,715.0,735.0,20.0,0,default,RatingTrial,Info,NHS_orig_065.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_065.wav
{},False,{},212,2023-11-29 16:07:50,False,,,RatingTrial,19,19,True,19,7,28,audio_experiment,"{""audio_name"": ""NHS_orig_117.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_117.wav""}",True,False,,0.0,,3,True,252.0,,,20.6,675.0,695.0,20.0,0,default,RatingTrial,Info,NHS_orig_117.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_117.wav
{},False,{},213,2023-11-29 16:07:51,False,,,RatingTrial,46,46,True,46,6,22,audio_experiment,"{""audio_name"": ""NHS_orig_026.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_026.wav""}",True,False,,0.0,,2,True,250.0,,,18.939,855.0,875.0,20.0,0,default,RatingTrial,Info,NHS_orig_026.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_026.wav
{},False,{},214,2023-11-29 16:07:53,False,,,RatingTrial,43,43,True,43,3,23,audio_experiment,"{""audio_name"": ""NHS_orig_021.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_021.wav""}",True,False,,0.0,,4,True,249.0,,,16.312,835.0,855.0,20.0,0,default,RatingTrial,Info,NHS_orig_021.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_021.wav
{},False,{},215,2023-11-29 16:07:54,False,,,RatingTrial,35,35,True,35,8,31,audio_experiment,"{""audio_name"": ""NHS_orig_081.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_081.wav""}",True,False,,0.0,,2,True,251.0,,,16.803,555.0,575.0,20.0,0,default,RatingTrial,Info,NHS_orig_081.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_081.wav
{},False,{},216,2023-11-29 16:08:03,False,,,RatingTrial,40,40,True,40,2,10,audio_experiment,"{""audio_name"": ""NHS_orig_078.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_078.wav""}",True,False,,0.0,,3,True,260.0,,,48.321,735.0,755.0,20.0,0,default,RatingTrial,Info,NHS_orig_078.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_078.wav
{},False,{},217,2023-11-29 16:08:10,False,,,RatingTrial,10,10,True,10,3,23,audio_experiment,"{""audio_name"": ""NHS_orig_039.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_039.wav""}",True,False,,0.0,,2,True,256.0,,,31.057,855.0,875.0,20.0,0,default,RatingTrial,Info,NHS_orig_039.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_039.wav
{},False,{},218,2023-11-29 16:08:11,False,,,RatingTrial,13,13,True,13,6,22,audio_experiment,"{""audio_name"": ""NHS_orig_114.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_114.wav""}",True,False,,0.0,,3,True,255.0,,,19.269,875.0,895.0,20.0,0,default,RatingTrial,Info,NHS_orig_114.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_114.wav
{},False,{},219,2023-11-29 16:08:11,False,,,RatingTrial,40,40,True,40,8,31,audio_experiment,"{""audio_name"": ""NHS_orig_078.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_078.wav""}",True,False,,0.0,,4,True,253.0,,,16.379,575.0,595.0,20.0,0,default,RatingTrial,Info,NHS_orig_078.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_078.wav
{},False,{},220,2023-11-29 16:08:12,False,,,RatingTrial,31,31,True,31,7,28,audio_experiment,"{""audio_name"": ""NHS_orig_097.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_097.wav""}",True,False,,0.0,,4,True,254.0,,,17.822,695.0,715.0,20.0,0,default,RatingTrial,Info,NHS_orig_097.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_097.wav
{},False,{},221,2023-11-29 16:08:28,False,,,RatingTrial,12,12,True,12,8,31,audio_experiment,"{""audio_name"": ""NHS_orig_101.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_101.wav""}",True,False,,0.0,,4,True,258.0,,,20.127,595.0,615.0,20.0,0,default,RatingTrial,Info,NHS_orig_101.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_101.wav
{},False,{},222,2023-11-29 16:08:31,False,,,RatingTrial,12,12,True,12,7,28,audio_experiment,"{""audio_name"": ""NHS_orig_101.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_101.wav""}",True,False,,0.0,,4,True,259.0,,,20.096,715.0,735.0,20.0,0,default,RatingTrial,Info,NHS_orig_101.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_101.wav
,False,{},223,2023-11-29 16:08:31,False,,,RatingTrial,25,25,True,25,6,22,audio_experiment,"{""audio_name"": ""NHS_orig_104.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_104.wav""}",True,True,,0.0,145.0,3,False,257.0,0.0,3.0,14.946,895.0,915.0,20.0,0,default,RatingTrial,Info,NHS_orig_104.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_104.wav
{},False,{},224,2023-11-29 16:08:42,False,,,RatingTrial,36,36,True,36,3,23,audio_experiment,"{""audio_name"": ""NHS_orig_052.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_052.wav""}",True,False,,0.0,,4,True,263.0,,,26.86,875.0,895.0,20.0,0,default,RatingTrial,Info,NHS_orig_052.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_052.wav
